Date,Revenue,Orders,Expenses
2042-02-19,6893,297,26443
2042-02-20,18753,481,8649
2042-02-21,43090,528,30211
2042-02-22,16232,417,24392
2042-02-23,22509,406,10317
2042-02-24,8117,457,14031
2042-02-25,41929,394,16963
2042-02-26,9042,228,35003
2042-02-27,42201,474,8508
2042-02-28,31746,590,11122
2042-03-01,19016,492,27509
2042-03-02,30022,355,28497
2042-03-03,40426,416,17418
2042-03-04,32938,85,7062
2042-03-05,48678,512,10348
2042-03-06,40712,195,10945
2042-03-07,44978,195,4493
2042-03-08,13787,429,15699
2042-03-09,6986,217,20981
2042-03-10,15942,324,38196
2042-03-11,22458,136,14187
2042-03-12,17161,203,19696
2042-03-13,25689,546,34583
2042-03-14,34163,364,13634
2042-03-15,40775,323,31557
2042-03-16,38737,311,3003
2042-03-17,13772,536,15380
2042-03-18,40592,503,24602
2042-03-19,6211,492,5380
2042-03-20,5229,311,20619
2042-03-21,19345,592,10762
2042-03-22,40953,154,30854
2042-03-23,36819,399,14225
2042-03-24,21885,487,38171
2042-03-25,31708,218,15483
2042-03-26,5048,392,27837
2042-03-27,24950,279,5369
2042-03-28,20173,72,5467
2042-03-29,38737,330,35241
2042-03-30,33036,568,16607
2042-03-31,10820,302,37027
2042-04-01,19292,453,37822
2042-04-02,8052,182,19917
2042-04-03,49377,323,37887
2042-04-04,28781,281,20907
2042-04-05,7302,594,22841
2042-04-06,7283,128,38357
2042-04-07,47567,84,10092
2042-04-08,20620,544,37708
2042-04-09,35461,159,23120
2042-04-10,25750,370,22271
2042-04-11,37890,377,8357
2042-04-12,28183,433,28563
2042-04-13,14472,413,4345
2042-04-14,8727,281,12978
2042-04-15,30523,463,16616
2042-04-16,35766,343,12223
2042-04-17,42726,596,35737
2042-04-18,5524,223,12422
2042-04-19,14079,441,11602
2042-04-20,13399,151,13497
2042-04-21,32370,342,26597
2042-04-22,21532,134,6092
2042-04-23,21821,250,5591
2042-04-24,48162,590,38270
2042-04-25,8749,346,11853
2042-04-26,16353,105,28805
2042-04-27,33477,521,22476
2042-04-28,29570,65,10061
2042-04-29,25837,115,19161
2042-04-30,16437,521,4673
2042-05-01,43104,72,28664
2042-05-02,9551,535,31224
2042-05-03,7823,464,33530
2042-05-04,17916,354,16354
2042-05-05,20167,226,9002
2042-05-06,46445,244,10308
2042-05-07,13391,62,36267
2042-05-08,17658,215,16590
2042-05-09,34685,199,36093
2042-05-10,28380,390,16729
2042-05-11,47431,223,32224
2042-05-12,33919,216,3887
2042-05-13,7311,146,39441
2042-05-14,44993,453,14232
2042-05-15,49333,126,36696
2042-05-16,48038,286,7403
2042-05-17,18560,340,17992
2042-05-18,43553,185,10990
2042-05-19,30993,416,20008
2042-05-20,35492,597,34010
2042-05-21,25981,297,7344
2042-05-22,29143,263,24083
2042-05-23,17067,119,27634
2042-05-24,28916,378,8116
2042-05-25,46508,65,27011
2042-05-26,8815,536,7610
2042-05-27,36836,223,6852
2042-05-28,42477,323,34686
2042-05-29,42275,573,22788
2042-05-30,44343,268,38536
2042-05-31,9773,562,22039
2042-06-01,17446,448,37908
2042-06-02,35733,160,10724
2042-06-03,15464,513,12997
2042-06-04,26576,142,13695
2042-06-05,8320,500,6589
2042-06-06,15750,445,4398
2042-06-07,42466,528,10691
2042-06-08,31572,365,13943
2042-06-09,22948,402,16926
2042-06-10,43826,288,15113
2042-06-11,28515,153,33134
2042-06-12,32867,78,6266
2042-06-13,5726,138,9408
2042-06-14,30820,424,17842
2042-06-15,11697,446,14136
2042-06-16,49678,413,6497
2042-06-17,47025,196,24340
2042-06-18,17963,363,37742
2042-06-19,6081,597,34408
2042-06-20,25269,501,32794
2042-06-21,15776,555,12245
2042-06-22,36816,535,27126
2042-06-23,19196,150,5534
2042-06-24,47112,156,38985
2042-06-25,20958,340,21719
2042-06-26,28369,398,26713
2042-06-27,16689,276,21541
2042-06-28,22331,99,17176
2042-06-29,42528,207,22075
2042-06-30,18436,377,22726
2042-07-01,5066,126,4555
2042-07-02,35725,503,19659
2042-07-03,30212,359,33966
2042-07-04,38332,376,28923
2042-07-05,30401,557,6089
2042-07-06,18393,156,17743
2042-07-07,8670,290,10578
2042-07-08,30601,484,37940
2042-07-09,7251,77,30967
2042-07-10,38572,298,26185
2042-07-11,32027,413,37594
2042-07-12,36846,582,24893
2042-07-13,26015,521,20754
2042-07-14,14583,588,8322
2042-07-15,28104,462,24512
2042-07-16,17224,214,8811
2042-07-17,43784,97,37459
2042-07-18,35836,533,29726
2042-07-19,34299,207,13836
2042-07-20,18036,200,39158
2042-07-21,24933,274,12862
2042-07-22,17392,309,35804
2042-07-23,12938,436,21011
2042-07-24,9141,305,38107
2042-07-25,28350,110,25544
2042-07-26,14546,445,17425
2042-07-27,10335,446,37139
2042-07-28,10077,211,36444
2042-07-29,10611,429,8072
2042-07-30,45857,492,3252
2042-07-31,40660,398,38632
2042-08-01,10577,80,13208
2042-08-02,25002,120,21615
2042-08-03,44451,446,20144
2042-08-04,39275,487,22670
2042-08-05,33647,51,26218
2042-08-06,39831,184,36160
2042-08-07,39768,195,14283
2042-08-08,35962,228,28006
2042-08-09,34583,313,36764
2042-08-10,6294,360,28667
2042-08-11,20096,253,27677
2042-08-12,41833,79,13891
2042-08-13,32328,108,17542
2042-08-14,29398,58,17414
2042-08-15,22706,373,21564
2042-08-16,27340,216,8316
2042-08-17,23825,386,15759
2042-08-18,22482,428,31190
2042-08-19,14318,291,25817
2042-08-20,46256,209,39776
2042-08-21,49009,284,10373
2042-08-22,48185,502,39054
2042-08-23,20574,248,13873
2042-08-24,19650,526,22012
2042-08-25,33930,82,19922
2042-08-26,25171,457,16994
2042-08-27,39864,138,21164
2042-08-28,16801,270,9605
2042-08-29,27372,118,14718
2042-08-30,21559,343,38116
2042-08-31,37334,286,19145
2042-09-01,44937,209,24791
2042-09-02,18288,339,19120
2042-09-03,27398,582,26553
2042-09-04,15694,384,19362
2042-09-05,17191,551,38859
2042-09-06,23051,295,22946
2042-09-07,15737,372,7901
2042-09-08,30251,378,38072
2042-09-09,10147,596,5485
2042-09-10,24643,388,36416
2042-09-11,43967,220,13461
2042-09-12,38314,159,17012
2042-09-13,42999,59,33131
2042-09-14,45733,251,12743
2042-09-15,23467,306,32447
2042-09-16,39808,311,5632
2042-09-17,6752,479,27287
2042-09-18,6849,556,30108
2042-09-19,7642,115,37036
2042-09-20,6600,84,37541
2042-09-21,25786,540,10020
2042-09-22,49565,303,39395
2042-09-23,25183,66,5548
2042-09-24,6132,310,37318
2042-09-25,43259,305,21524
2042-09-26,36076,473,8846
2042-09-27,43563,550,22904
2042-09-28,31691,335,10125
2042-09-29,48299,56,11812
2042-09-30,15931,546,8407
2042-10-01,12633,248,34601
2042-10-02,42777,467,7767
2042-10-03,39881,101,11362
2042-10-04,6044,292,25028
2042-10-05,40199,268,21803
2042-10-06,29363,567,13971
2042-10-07,6582,158,17520
2042-10-08,19374,400,27061
2042-10-09,6308,115,36706
2042-10-10,26301,59,24314
2042-10-11,13793,251,16672
2042-10-12,6620,263,26995
2042-10-13,34883,117,27448
2042-10-14,42534,376,33136
2042-10-15,42960,99,34088
2042-10-16,44390,66,6177
2042-10-17,11093,572,30347
2042-10-18,27259,355,18684
2042-10-19,25655,441,24735
2042-10-20,38005,173,8100
2042-10-21,36629,553,39564
2042-10-22,28610,274,22268
2042-10-23,26602,367,20656
2042-10-24,25409,522,16628
2042-10-25,16110,590,9407
2042-10-26,11073,407,27054
2042-10-27,40310,532,29532
2042-10-28,20282,478,32584
2042-10-29,15195,546,21075
2042-10-30,6537,521,31741
2042-10-31,22138,349,12449
2042-11-01,49328,133,24557
2042-11-02,45164,426,29659
2042-11-03,29207,362,6905
2042-11-04,25619,369,31930
2042-11-05,29845,253,13490
2042-11-06,29310,404,9684
2042-11-07,42899,343,37872
2042-11-08,35562,553,12376
2042-11-09,33036,194,36204
2042-11-10,13697,588,23709
2042-11-11,22513,66,16118
2042-11-12,48039,88,32888
2042-11-13,8145,179,32291
2042-11-14,32818,164,29975
2042-11-15,35544,499,31289
2042-11-16,18100,94,30588
2042-11-17,25104,265,38443
2042-11-18,9067,464,38108
2042-11-19,41963,314,28985
2042-11-20,35728,489,39584
2042-11-21,37317,430,38049
2042-11-22,36416,350,8822
2042-11-23,47012,220,28112
2042-11-24,45049,455,28978
2042-11-25,7509,404,19037
2042-11-26,26400,210,11996
2042-11-27,11533,75,17324
2042-11-28,19670,132,14473
2042-11-29,8932,222,26066
2042-11-30,43328,119,28427
2042-12-01,41784,55,11067
2042-12-02,28723,244,8341
2042-12-03,5719,574,24427
2042-12-04,5074,112,18158
2042-12-05,31498,62,29440
2042-12-06,36345,254,18627
2042-12-07,25541,89,26202
2042-12-08,39917,214,17341
2042-12-09,31028,80,5094
2042-12-10,34545,578,22314
2042-12-11,19033,447,27829
2042-12-12,36673,508,6520
2042-12-13,35974,272,35136
2042-12-14,28097,127,21991
2042-12-15,41975,477,8110
2042-12-16,32608,474,37475
2042-12-17,28525,436,21677
2042-12-18,20043,288,38252
2042-12-19,46846,139,35583
2042-12-20,16725,434,13715
2042-12-21,41704,188,22839
2042-12-22,47075,573,36645
2042-12-23,42383,293,11738
2042-12-24,34483,554,38230
2042-12-25,12265,471,35559
2042-12-26,27763,231,34896
2042-12-27,15116,244,27365
2042-12-28,20733,102,21599
2042-12-29,30502,228,25331
2042-12-30,42420,342,34522
2042-12-31,48241,424,27805
2043-01-01,14247,108,32374
2043-01-02,28840,103,20811
2043-01-03,26058,294,21083
2043-01-04,39929,198,15161
2043-01-05,23635,417,17403
2043-01-06,30628,65,9958
2043-01-07,36362,225,28805
2043-01-08,25953,589,31970
2043-01-09,24128,455,37591
2043-01-10,17061,516,13468
2043-01-11,11041,178,14135
2043-01-12,17673,272,27845
2043-01-13,26059,293,23155
2043-01-14,39328,475,32491
2043-01-15,49722,403,3500
2043-01-16,22548,375,24990
2043-01-17,20078,52,10939
2043-01-18,10419,528,24991
2043-01-19,40490,130,16789
2043-01-20,15550,93,22134
2043-01-21,35337,204,21537
2043-01-22,6468,585,3608
2043-01-23,29309,148,16887
2043-01-24,5808,446,21047
2043-01-25,29747,220,6294
2043-01-26,11719,197,30005
2043-01-27,21363,172,18173
2043-01-28,33718,161,25406
2043-01-29,33801,179,30287
2043-01-30,48359,117,22569
2043-01-31,42841,594,37299
2043-02-01,13012,335,32750
2043-02-02,23029,54,39984
2043-02-03,46017,167,6706
2043-02-04,5767,279,14266
2043-02-05,8895,209,26643
2043-02-06,47968,343,23886
2043-02-07,45097,235,12846
2043-02-08,20332,273,15719
2043-02-09,19621,201,24388
2043-02-10,16334,189,22928
2043-02-11,23174,416,6818
2043-02-12,38653,177,11087
2043-02-13,45502,400,39211
2043-02-14,41674,196,25093
2043-02-15,42260,334,4047
2043-02-16,47498,518,22044
2043-02-17,7073,267,35115
2043-02-18,11269,485,10930
2043-02-19,22194,194,18994
2043-02-20,31811,326,29838
2043-02-21,11841,109,28339
2043-02-22,48723,424,13559
2043-02-23,39800,453,6408
2043-02-24,14699,163,26878
2043-02-25,15762,544,21068
2043-02-26,44897,385,36637
2043-02-27,46556,334,30309
2043-02-28,7147,178,35391
2043-03-01,38383,364,28489
2043-03-02,38715,120,30707
2043-03-03,43445,394,26596
2043-03-04,45634,147,26111
2043-03-05,7013,349,19926
2043-03-06,25081,225,37971
2043-03-07,21874,124,22319
2043-03-08,42755,192,20135
2043-03-09,13733,72,37879
2043-03-10,14479,230,10276
2043-03-11,14825,94,29062
2043-03-12,26304,518,17586
2043-03-13,40694,141,24345
2043-03-14,45050,318,21941
2043-03-15,20635,83,4571
2043-03-16,25760,413,12949
2043-03-17,14490,182,15561
2043-03-18,26252,431,35827
2043-03-19,44754,326,32013
2043-03-20,11862,205,28993
2043-03-21,49927,436,25595
2043-03-22,9423,584,20722
2043-03-23,15450,249,28042
2043-03-24,45927,324,10001
2043-03-25,39841,550,29886
2043-03-26,27554,508,10948
2043-03-27,36826,99,34874
2043-03-28,47879,581,21855
2043-03-29,11825,141,28295
2043-03-30,48420,505,28811
2043-03-31,17454,388,32225
2043-04-01,29251,102,23723
2043-04-02,25648,545,10879
2043-04-03,45736,53,12549
2043-04-04,29530,330,30338
2043-04-05,17516,339,21169
2043-04-06,45544,122,37730
2043-04-07,13558,186,18136
2043-04-08,13719,442,8965
2043-04-09,9886,257,5678
2043-04-10,33185,309,25489
2043-04-11,42387,312,22507
2043-04-12,26575,554,38911
2043-04-13,48113,599,38568
2043-04-14,44643,252,35081
2043-04-15,15100,396,25586
2043-04-16,12856,101,37562
2043-04-17,43169,405,5342
2043-04-18,33804,568,13167
2043-04-19,40790,412,37075
2043-04-20,35988,94,4455
2043-04-21,49443,427,29293
2043-04-22,15912,461,5539
2043-04-23,43506,191,39386
2043-04-24,27368,307,38146
2043-04-25,6770,86,28450
2043-04-26,17305,94,21589
2043-04-27,14969,95,15719
2043-04-28,17404,350,36907
2043-04-29,13989,337,6591
2043-04-30,40983,318,24098
2043-05-01,49748,111,7714
2043-05-02,44462,291,29121
2043-05-03,24360,403,30419
2043-05-04,25121,120,32603
2043-05-05,31287,462,7667
2043-05-06,48429,110,11457
2043-05-07,39160,501,11293
2043-05-08,11789,442,27238
2043-05-09,32181,578,26542
2043-05-10,19385,354,23357
2043-05-11,22061,240,29110
2043-05-12,5105,127,38037
2043-05-13,49247,574,21867
2043-05-14,26137,350,20597
2043-05-15,39714,66,14184
2043-05-16,10544,483,23813
2043-05-17,18275,92,28482
2043-05-18,44753,117,29157
2043-05-19,39550,429,18660
2043-05-20,24641,261,17686
2043-05-21,11213,252,36337
2043-05-22,19485,158,27479
2043-05-23,20605,333,37313
2043-05-24,42637,274,3908
2043-05-25,25390,167,7083
2043-05-26,14867,389,6340
2043-05-27,8981,330,34829
2043-05-28,14493,540,10039
2043-05-29,10682,68,14410
2043-05-30,10782,224,10155
2043-05-31,34799,518,28589
2043-06-01,46905,191,11397
2043-06-02,21984,512,15237
2043-06-03,27760,347,37819
2043-06-04,30993,519,3002
2043-06-05,6524,422,3324
2043-06-06,31120,517,19988
2043-06-07,5078,487,24275
2043-06-08,40891,492,35061
2043-06-09,30473,505,38890
2043-06-10,44832,297,27360
2043-06-11,13417,191,18829
2043-06-12,18362,451,22498
2043-06-13,6209,271,14467
2043-06-14,42921,233,3346
2043-06-15,9898,413,16369
2043-06-16,23562,237,16997
2043-06-17,15871,162,39211
2043-06-18,12610,230,27686
2043-06-19,48845,248,35790
2043-06-20,32382,119,23200
2043-06-21,20791,534,13155
2043-06-22,40312,448,16074
2043-06-23,43290,59,21091
2043-06-24,7370,52,9715
2043-06-25,24665,527,23199
2043-06-26,9710,116,28322
2043-06-27,5328,146,3514
2043-06-28,43347,580,6039
2043-06-29,25612,367,8861
2043-06-30,11794,147,21725
2043-07-01,37888,106,39130
2043-07-02,11749,156,39258
2043-07-03,25608,137,33691
2043-07-04,20450,420,27532
2043-07-05,8675,424,6178
2043-07-06,23460,101,26815
2043-07-07,43411,90,22708
2043-07-08,16560,140,29138
2043-07-09,37463,88,20928
2043-07-10,36663,62,25235
2043-07-11,8170,153,28101
2043-07-12,38123,92,32590
2043-07-13,33810,258,24017
2043-07-14,14718,525,12941
2043-07-15,5028,158,28416
2043-07-16,22397,263,21649
2043-07-17,48662,458,11904
2043-07-18,46787,126,28336
2043-07-19,7024,144,8260
2043-07-20,43607,318,16657
2043-07-21,18503,410,39959
2043-07-22,15303,579,32079
2043-07-23,22138,211,14381
2043-07-24,30345,514,19056
2043-07-25,34505,597,24283
2043-07-26,6906,236,4467
2043-07-27,45167,101,24236
2043-07-28,12961,537,9101
2043-07-29,31140,580,10547
2043-07-30,17031,445,5760
2043-07-31,20128,141,15648
2043-08-01,20663,406,37161
2043-08-02,39228,193,39461
2043-08-03,20682,248,24762
2043-08-04,20193,372,21083
2043-08-05,33561,381,20504
2043-08-06,48813,313,16065
2043-08-07,12766,266,20112
2043-08-08,34844,483,14696
2043-08-09,34432,509,19999
2043-08-10,34504,552,36138
2043-08-11,42146,518,24722
2043-08-12,45297,415,33199
2043-08-13,25858,288,32432
2043-08-14,8071,445,12139
2043-08-15,21939,444,25715
2043-08-16,29931,124,30124
2043-08-17,49460,147,26403
2043-08-18,6040,432,5422
2043-08-19,7686,419,16455
2043-08-20,17666,334,31187
2043-08-21,40321,305,30122
2043-08-22,6779,358,12532
2043-08-23,18186,225,16541
2043-08-24,21459,277,18481
2043-08-25,25710,396,9760
2043-08-26,27219,391,23954
2043-08-27,10057,288,36341
2043-08-28,23733,399,30419
2043-08-29,24157,504,26119
2043-08-30,40030,490,5222
2043-08-31,24613,564,32363
2043-09-01,48076,130,29273
2043-09-02,22492,410,3787
2043-09-03,25746,337,31365
2043-09-04,10188,57,28162
2043-09-05,46570,136,14357
2043-09-06,34680,335,30277
2043-09-07,42825,448,23420
2043-09-08,41766,123,37477
2043-09-09,13864,488,15167
2043-09-10,41445,172,18590
2043-09-11,10796,426,30883
2043-09-12,44131,192,24596
2043-09-13,13123,207,4510
2043-09-14,13222,479,33763
2043-09-15,29074,497,25287
2043-09-16,34825,459,17374
2043-09-17,41839,420,27551
2043-09-18,46576,158,26936
2043-09-19,7786,85,31652
2043-09-20,38638,139,39274
2043-09-21,41964,464,6633
2043-09-22,49564,345,29982
2043-09-23,30988,95,20845
2043-09-24,40507,537,25298
2043-09-25,38708,219,9352
2043-09-26,38108,195,37939
2043-09-27,34715,469,11594
2043-09-28,28806,52,11475
2043-09-29,41901,312,25499
2043-09-30,22043,370,31838
2043-10-01,15225,295,33447
2043-10-02,14752,526,13387
2043-10-03,8457,308,5670
2043-10-04,47616,142,7360
2043-10-05,14241,582,38316
2043-10-06,5453,388,21710
2043-10-07,14896,309,37974
2043-10-08,26826,286,8179
2043-10-09,15976,190,18676
2043-10-10,38586,529,28063
2043-10-11,9868,399,8475
2043-10-12,21396,179,12681
2043-10-13,36634,586,9965
2043-10-14,17171,60,36566
2043-10-15,29111,306,30874
2043-10-16,38688,418,39123
2043-10-17,26304,443,23313
2043-10-18,47274,468,3859
2043-10-19,44243,68,27939
2043-10-20,33253,159,17318
2043-10-21,35980,486,13337
2043-10-22,7017,554,14023
2043-10-23,12957,83,15870
2043-10-24,47188,337,28491
2043-10-25,9792,304,17274
2043-10-26,18237,183,21158
2043-10-27,21251,548,22749
2043-10-28,24252,446,27398
2043-10-29,15707,536,18970
2043-10-30,39206,262,33135
2043-10-31,33740,399,11342
2043-11-01,8543,68,14412
2043-11-02,49135,168,38789
2043-11-03,44111,351,18293
2043-11-04,40031,334,16194
2043-11-05,47929,276,28646
2043-11-06,5211,556,31765
2043-11-07,44795,550,20144
2043-11-08,5331,261,38507
2043-11-09,28244,405,24932
2043-11-10,13169,536,27300
2043-11-11,27104,370,26229
2043-11-12,46901,272,9867
2043-11-13,19591,240,12108
2043-11-14,36711,549,33783
2043-11-15,5727,544,6943
2043-11-16,26359,286,18523
2043-11-17,48822,71,39228
2043-11-18,41011,376,4492
2043-11-19,42863,594,39389
2043-11-20,27998,176,11918
2043-11-21,15929,414,29185
2043-11-22,19842,93,24402
2043-11-23,28519,568,32324
2043-11-24,22393,177,32576
2043-11-25,39318,179,34760
2043-11-26,13995,578,26134
2043-11-27,33656,370,24225
2043-11-28,45260,235,12131
2043-11-29,20567,397,33505
2043-11-30,33840,530,4268
2043-12-01,28831,410,8561
2043-12-02,18265,336,32113
2043-12-03,10424,231,14271
2043-12-04,25625,500,10512
2043-12-05,19086,146,5800
2043-12-06,34187,363,34620
2043-12-07,40929,595,24422
2043-12-08,25539,70,33845
2043-12-09,30103,546,32361
2043-12-10,32874,452,15764
2043-12-11,14215,173,24164
2043-12-12,44385,168,4143
2043-12-13,27044,526,32213
2043-12-14,16926,152,9703
2043-12-15,36501,382,31850
2043-12-16,34774,508,13806
2043-12-17,30008,179,10094
2043-12-18,22560,183,19158
2043-12-19,29340,206,30209
2043-12-20,29976,474,16763
2043-12-21,32626,484,39256
2043-12-22,37720,438,15217
2043-12-23,40001,367,37872
2043-12-24,9700,554,23240
2043-12-25,48795,239,16510
2043-12-26,12860,460,4808
2043-12-27,12526,101,24864
2043-12-28,43327,495,3409
2043-12-29,44500,493,3645
2043-12-30,7513,431,20935
2043-12-31,12830,423,16926
2044-01-01,19781,424,4113
2044-01-02,12910,438,28811
2044-01-03,20847,528,7592
2044-01-04,10649,453,27552
2044-01-05,14120,517,22744
2044-01-06,6951,554,25046
2044-01-07,15165,132,27454
2044-01-08,19352,368,18829
2044-01-09,14746,116,26084
2044-01-10,48738,463,39398
2044-01-11,33997,502,34683
2044-01-12,46954,247,35477
2044-01-13,29183,308,6869
2044-01-14,13804,347,8200
2044-01-15,32169,329,5039
2044-01-16,5595,349,16079
2044-01-17,34592,178,26838
2044-01-18,45643,547,37075
2044-01-19,25823,487,9634
2044-01-20,10972,341,4724
2044-01-21,20882,256,25054
2044-01-22,5858,343,5455
2044-01-23,10519,78,10092
2044-01-24,28769,228,29612
2044-01-25,30020,90,34102
2044-01-26,47748,519,6061
2044-01-27,42085,241,35001
2044-01-28,24838,393,13586
2044-01-29,49912,327,31943
2044-01-30,17879,404,12476
2044-01-31,38798,578,27971
2044-02-01,47255,135,6763
2044-02-02,29290,366,27078
2044-02-03,15255,386,38656
2044-02-04,6447,194,12914
2044-02-05,48005,364,7006
2044-02-06,34195,274,20470
2044-02-07,7850,472,9499
2044-02-08,33400,103,37072
2044-02-09,16953,117,14304
2044-02-10,45874,383,33235
2044-02-11,28535,126,25894
2044-02-12,15000,588,20398
2044-02-13,14503,204,27796
2044-02-14,20493,121,14997
2044-02-15,9055,550,33780
2044-02-16,43170,496,30832
2044-02-17,37408,408,29506
2044-02-18,47049,326,11664
2044-02-19,39440,362,33164
2044-02-20,33251,154,33060
2044-02-21,9532,144,16985
2044-02-22,9924,268,39880
2044-02-23,17546,177,20917
2044-02-24,31579,249,4462
2044-02-25,11085,381,27082
2044-02-26,17390,596,4865
2044-02-27,18280,341,39777
2044-02-28,29118,115,14322
2044-02-29,9864,453,29312
2044-03-01,47084,195,30762
2044-03-02,38989,579,17538
2044-03-03,40628,451,10710
2044-03-04,31849,174,28047
2044-03-05,32566,563,6177
2044-03-06,15702,381,30502
2044-03-07,46196,529,22249
2044-03-08,20385,447,6197
2044-03-09,14336,79,38229
2044-03-10,36225,105,27166
2044-03-11,41021,181,6581
2044-03-12,8782,280,11692
2044-03-13,28341,444,35888
2044-03-14,29094,201,4775
2044-03-15,28866,551,35656
2044-03-16,24049,555,3606
2044-03-17,47719,435,10375
2044-03-18,35992,582,3819
2044-03-19,19567,497,14456
2044-03-20,49451,175,34373
2044-03-21,8513,538,3783
2044-03-22,18335,495,10560
2044-03-23,49140,519,32168
2044-03-24,43590,398,3391
2044-03-25,19837,557,27264
2044-03-26,17122,506,36900
2044-03-27,39840,434,13709
2044-03-28,36007,497,16062
2044-03-29,46297,164,13388
2044-03-30,32684,501,31036
2044-03-31,31393,168,8318
2044-04-01,27754,142,33544
2044-04-02,25799,570,23823
2044-04-03,43727,587,19978
2044-04-04,14107,482,31460
2044-04-05,10993,194,6324
2044-04-06,35805,117,25552
2044-04-07,33114,180,5934
2044-04-08,42789,330,8033
2044-04-09,47942,562,9086
2044-04-10,21138,50,29939
2044-04-11,49527,481,21894
2044-04-12,14190,440,7687
2044-04-13,31723,315,5887
2044-04-14,17886,448,6043
2044-04-15,21779,305,21015
2044-04-16,33174,444,20789
2044-04-17,34086,223,9115
2044-04-18,22322,94,31821
2044-04-19,47596,190,25879
2044-04-20,40278,588,35717
2044-04-21,23033,99,38610
2044-04-22,25074,110,8504
2044-04-23,8435,292,11649
2044-04-24,40969,318,29848
2044-04-25,33942,189,27742
2044-04-26,34059,206,18675
2044-04-27,37826,325,37741
2044-04-28,35297,80,29520
2044-04-29,48890,57,17833
2044-04-30,26322,82,10574
2044-05-01,40739,501,11143
2044-05-02,14719,498,26936
2044-05-03,19017,86,39596
2044-05-04,13314,83,24469
2044-05-05,33295,504,19623
2044-05-06,14628,493,38720
2044-05-07,47122,286,14630
2044-05-08,16492,261,20239
2044-05-09,41113,189,34023
2044-05-10,20357,410,30240
2044-05-11,38329,353,39006
2044-05-12,25365,345,3553
2044-05-13,44029,201,27518
2044-05-14,6737,272,16612
2044-05-15,14096,245,14137
2044-05-16,24938,348,28804
2044-05-17,17682,578,35505
2044-05-18,32499,537,12617
2044-05-19,49491,260,18398
2044-05-20,49866,281,5693
2044-05-21,46894,416,33971
2044-05-22,46034,530,4971
2044-05-23,5294,228,17542
2044-05-24,37536,533,11691
2044-05-25,29596,544,16454
2044-05-26,37649,596,23498
2044-05-27,16434,65,6773
2044-05-28,43098,515,23031
2044-05-29,9655,451,5866
2044-05-30,22493,343,35568
2044-05-31,8771,220,5067
2044-06-01,13563,81,25291
2044-06-02,22558,312,31497
2044-06-03,38932,264,34969
2044-06-04,47243,238,34458
2044-06-05,31567,310,19677
2044-06-06,37376,231,33245
2044-06-07,26922,554,38314
2044-06-08,17388,391,11267
2044-06-09,34332,71,6775
2044-06-10,28495,123,14388
2044-06-11,13434,215,13266
2044-06-12,25991,283,28875
2044-06-13,32472,424,33267
2044-06-14,45030,482,6534
2044-06-15,31849,383,5053
2044-06-16,6541,589,21083
2044-06-17,7765,84,12929
2044-06-18,48074,493,35083
2044-06-19,42259,280,6739
2044-06-20,34283,367,23757
2044-06-21,40851,392,36107
2044-06-22,39625,479,5862
2044-06-23,5769,515,19997
2044-06-24,22806,128,20487
2044-06-25,29982,498,31353
2044-06-26,7972,331,11984
2044-06-27,23256,106,26130
2044-06-28,43367,240,11258
2044-06-29,23653,512,15502
2044-06-30,43043,91,15839
2044-07-01,26133,535,31371
2044-07-02,44339,222,36338
2044-07-03,30757,299,8356
2044-07-04,42840,559,19500
2044-07-05,47399,551,13390
2044-07-06,49013,242,32778
2044-07-07,37069,214,22840
2044-07-08,19706,139,32980
2044-07-09,43231,107,38819
2044-07-10,32909,312,17065
2044-07-11,45218,292,13559
2044-07-12,16095,268,11433
2044-07-13,25343,58,11656
2044-07-14,31469,479,34477
2044-07-15,6313,62,32529
2044-07-16,12847,274,21262
2044-07-17,14166,116,39577
2044-07-18,14930,552,11763
2044-07-19,8285,233,24989
2044-07-20,40863,257,27117
2044-07-21,21704,577,39409
2044-07-22,23705,349,31080
2044-07-23,5555,290,31195
2044-07-24,26323,504,3656
2044-07-25,10432,579,18609
2044-07-26,6386,293,22535
2044-07-27,49007,287,7110
2044-07-28,15619,295,10207
2044-07-29,11854,394,36074
2044-07-30,47964,533,23876
2044-07-31,12637,359,11869
2044-08-01,26225,333,34689
2044-08-02,31739,87,15185
2044-08-03,15618,81,23878
2044-08-04,41561,292,4396
2044-08-05,12373,341,6460
2044-08-06,40281,341,32020
2044-08-07,25187,431,10676
2044-08-08,7327,187,6148
2044-08-09,37391,249,15272
2044-08-10,46577,384,3827
2044-08-11,23549,496,5655
2044-08-12,44220,397,11691
2044-08-13,12642,327,12253
2044-08-14,19435,581,10525
2044-08-15,38760,448,16553
2044-08-16,43192,440,39264
2044-08-17,9381,59,7222
2044-08-18,36047,598,28702
2044-08-19,24558,108,13716
2044-08-20,35782,137,25963
2044-08-21,9782,508,24888
2044-08-22,30881,153,7180
2044-08-23,45228,153,4382
2044-08-24,34409,303,17362
2044-08-25,24462,384,7167
2044-08-26,7983,512,33287
2044-08-27,36933,598,18581
2044-08-28,7523,350,29194
2044-08-29,14677,390,31823
2044-08-30,15292,541,12427
2044-08-31,20089,133,13822
2044-09-01,9581,308,39751
2044-09-02,16907,409,27121
2044-09-03,10609,136,9200
2044-09-04,49143,477,17761
2044-09-05,27936,416,25126
2044-09-06,47725,392,26095
2044-09-07,38988,396,29123
